experiment,fold,train_accuracy,test_accuracy,val_accuracy,test_precision,test_recall,test_f1,val_precision,val_recall,val_f1,timeuse
IQR_3_Time,1,0.999494023148441,0.999432785025525,0.999470494793199,0.852459016393443,0.675324675324675,0.753623188405797,0.894736842105263,0.871794871794872,0.883116883116883,1.12697970072428
IQR_3_Time,2,0.999446907025071,0.999182543125021,0.999105011933174,0.759259259259259,0.532467532467532,0.625954198473282,0.875,0.777777777777778,0.823529411764706,1.10445984999339
IQR_3_Time,3,0.999438215582792,0.999416102232158,0.999587069372345,0.818181818181818,0.701298701298701,0.755244755244755,0.936170212765957,0.916666666666667,0.926315789473684,1.12010465065638
IQR_3_Time,4,0.999509931785666,0.999482833405625,0.999107355391573,0.870967741935484,0.701298701298701,0.776978417266187,0.872340425531915,0.82,0.845360824742268,1.12784286737442
IQR_3_Amount,1,0.999537969331625,0.999265957091856,0.999488360194423,0.726027397260274,0.688311688311688,0.706666666666667,0.914285714285714,0.864864864864865,0.888888888888889,59.3876600265503
IQR_3_Amount,2,0.999511177451314,0.999182543125021,0.999289543370148,0.71875,0.597402597402597,0.652482269503546,0.886363636363636,0.866666666666667,0.876404494382023,58.9845349788666
IQR_3_Amount,3,0.999405900802908,0.999416102232158,0.999360736431631,0.8,0.727272727272727,0.761904761904762,0.911111111111111,0.872340425531915,0.891304347826087,59.6960518360138
IQR_3_Amount,4,0.999494063974738,0.999199225918388,0.999030067895247,0.683544303797468,0.701298701298701,0.692307692307692,0.847826086956522,0.829787234042553,0.838709677419355,59.6910719871521
IQR_3_Time+Amount,1,0.999620624922326,0.999516198992359,0.999311741686823,0.875,0.727272727272727,0.794326241134752,0.8125,0.764705882352941,0.787878787878788,13.070433139801
IQR_3_Time+Amount,2,0.99960688733391,0.999299322678589,0.999373003899132,0.807017543859649,0.597402597402597,0.686567164179104,0.878787878787879,0.707317073170732,0.783783783783784,12.8476340770721
IQR_3_Time+Amount,3,0.999574559996858,0.999399419438791,0.999509245808959,0.797101449275362,0.714285714285714,0.753424657534247,0.902439024390244,0.813186813186813,0.855491329479769,13.8474431037903
IQR_3_Time+Amount,4,0.999607491675553,0.999382736645424,0.999292716949252,0.82258064516129,0.662337662337662,0.733812949640288,0.859154929577465,0.701149425287356,0.772151898734177,13.5756177902222
IQR_3_V2,1,0.999514492401806,0.999449467818892,0.999459945994599,0.814285714285714,0.74025974025974,0.775510204081633,0.894736842105263,0.871794871794872,0.883116883116883,1.08792659838994
IQR_3_V2,2,0.999450100680096,0.999215908711755,0.999087702226007,0.857142857142857,0.467532467532468,0.605042016806723,0.857142857142857,0.8,0.827586206896552,1.07847053209941
IQR_3_V2,3,0.999441123584585,0.999449467818892,0.99939860476305,0.833333333333333,0.714285714285714,0.769230769230769,0.91304347826087,0.875,0.893617021276596,1.09492261807124
IQR_3_V2,4,0.999506644128661,0.99934937105869,0.999333090820905,0.796875,0.662337662337662,0.723404255319149,0.895833333333333,0.877551020408163,0.88659793814433,1.0914377172788
std_3_V3,1,0.999490104847191,0.999432785025525,0.999467045656422,0.852459016393443,0.675324675324675,0.753623188405797,0.894736842105263,0.871794871794872,0.883116883116883,1.11075149774551
std_3_V3,2,0.999442675159236,0.999182543125021,0.999098990869774,0.759259259259259,0.532467532467532,0.625954198473282,0.875,0.777777777777778,0.823529411764706,1.10310526688894
std_3_V3,3,0.999433820832204,0.999416102232158,0.999584717607973,0.818181818181818,0.701298701298701,0.755244755244755,0.936170212765957,0.916666666666667,0.926315789473684,1.11042318344116
std_3_V3,4,0.999506286879176,0.999482833405625,0.999101581217058,0.870967741935484,0.701298701298701,0.776978417266187,0.872340425531915,0.82,0.845360824742268,1.10976380109787
std_2_V3,1,0.999512254603097,0.999449467818892,0.99945678416224,0.814285714285714,0.74025974025974,0.775510204081633,0.894736842105263,0.871794871794872,0.883116883116883,1.08245840072632
std_2_V3,2,0.999447154471545,0.999215908711755,0.999083185624351,0.857142857142857,0.467532467532468,0.605042016806723,0.857142857142857,0.8,0.827586206896552,1.07934348185857
std_2_V3,3,0.999437991757212,0.999449467818892,0.999396681749623,0.833333333333333,0.714285714285714,0.769230769230769,0.91304347826087,0.875,0.893617021276596,1.08557228247325
std_2_V3,4,0.999503956152977,0.99934937105869,0.999330411492574,0.796875,0.662337662337662,0.723404255319149,0.895833333333333,0.877551020408163,0.88659793814433,1.08213516871134
IQR_3_Time+V3+V4,1,0.999618003951272,0.999449467818892,0.999534600651559,0.84375,0.701298701298701,0.765957446808511,0.846153846153846,0.622641509433962,0.717391304347826,15.0107729434967
IQR_3_Time+V3+V4,2,0.999618035868819,0.999432785025525,0.999534450651769,0.830769230769231,0.701298701298701,0.76056338028169,0.833333333333333,0.6,0.697674418604651,15.2799279689789
IQR_3_Time+V3+V4,3,0.999606146501566,0.999516198992359,0.999659656790743,0.887096774193548,0.714285714285714,0.79136690647482,0.884615384615385,0.58974358974359,0.707692307692308,15.2498421669006
IQR_3_Time+V3+V4,4,0.999606071277224,0.999199225918388,0.999445031239371,0.853658536585366,0.454545454545455,0.593220338983051,0.757575757575758,0.520833333333333,0.617283950617284,15.1427099704742
std_3_Time+V3+V4,1,0.999626636476412,0.998898935637783,0.999530202554975,0.634146341463415,0.337662337662338,0.440677966101695,0.807692307692308,0.5,0.617647058823529,14.9730250835419
std_3_Time+V3+V4,2,0.999596592106451,0.999115811951553,0.999548026684505,0.928571428571429,0.337662337662338,0.495238095238095,0.888888888888889,0.41025641025641,0.56140350877193,15.0912899971008
