experiment,fold,train_accuracy,test_accuracy,val_accuracy,test_precision,test_recall,test_f1,val_precision,val_recall,val_f1,timeuse
830_200,1,0.998891086735,0.999482833405625,0.998507462686567,0.828571428571429,0.753246753246753,0.789115646258503,0.88785046728972,0.801204819277108,0.84230525649145,16.5107460021973
830_200,2,0.998849127854702,0.999466150612259,0.998729245339567,0.826086956521739,0.74025974025974,0.780821917808219,0.896153846153846,0.842168674698795,0.86832298136646,14.7692010402679
830_200,3,0.998861116106216,0.999466150612259,0.998992986872865,0.816901408450704,0.753246753246753,0.783783783783784,0.918987341772152,0.874698795180723,0.896296296296296,15.4637570381165
830_200,4,0.998992986872865,0.999516198992359,0.998591380447162,0.852941176470588,0.753246753246753,0.8,0.903663500678426,0.802409638554217,0.850031908104659,15.5472810268402
830_100,1,0.998210664439938,0.999099129158186,0.997554574734582,0.621052631578947,0.766233766233766,0.686046511627907,0.93222683264177,0.812048192771084,0.867997424339987,7.04912400245667
830_100,2,0.998162948825003,0.999449467818892,0.998139091017536,0.805555555555556,0.753246753246753,0.778523489932886,0.968055555555556,0.839759036144578,0.899354838709677,6.52404713630676
830_100,3,0.997745437194322,0.999449467818892,0.998318024573542,0.805555555555556,0.753246753246753,0.778523489932886,0.964912280701754,0.86144578313253,0.910248249522597,7.09915494918823
830_100,4,0.998079446498867,0.999416102232158,0.997148992007635,0.808823529411765,0.714285714285714,0.758620689655172,0.949771689497717,0.751807228915663,0.839273705447209,6.98680996894836
830_240,1,0.999200119982003,0.999482833405625,0.998870169474579,0.848484848484849,0.727272727272727,0.783216783216783,0.942815249266862,0.774698795180723,0.850529100529101,19.8265528678894
830_240,2,0.999015147727841,0.999516198992359,0.999095135729641,0.863636363636364,0.74025974025974,0.797202797202797,0.924183006535948,0.851807228915663,0.886520376175549,20.3567352294922
830_240,3,0.99913512973054,0.999432785025525,0.99917512373144,0.811594202898551,0.727272727272727,0.767123287671233,0.941567065073041,0.85421686746988,0.895767530006317,19.8895189762115
830_240,4,0.999080137979303,0.999466150612259,0.998975153726941,0.846153846153846,0.714285714285714,0.774647887323944,0.906371911573472,0.839759036144578,0.871794871794872,19.7782280445099
830_120,1,0.998396893358558,0.999466150612259,0.998227621228717,0.816901408450704,0.753246753246753,0.783783783783784,0.940540540540541,0.83855421686747,0.886624203821656,8.58608293533325
830_120,2,0.998237578412825,0.99934937105869,0.998227621228717,0.743589743589744,0.753246753246753,0.748387096774194,0.938172043010753,0.840963855421687,0.886912325285896,8.64201903343201
830_120,3,0.998426764910883,0.999332688265323,0.998367021806233,0.734177215189873,0.753246753246753,0.743589743589744,0.95,0.846987951807229,0.895541401273885,8.97495818138123
830_120,4,0.998217664044608,0.999416102232158,0.997779547943841,0.8,0.727272727272727,0.761904761904762,0.932952924393723,0.787951807228916,0.854343566296538,8.72056984901428
830_180,1,0.998815150103175,0.999432785025525,0.998608799840245,0.830769230769231,0.701298701298701,0.76056338028169,0.96274217585693,0.778313253012048,0.860759493670886,13.5847132205963
830_180,2,0.998788524262797,0.999466150612259,0.998855088863742,0.826086956521739,0.74025974025974,0.780821917808219,0.94579945799458,0.840963855421687,0.89030612244898,13.3417739868164
830_180,3,0.998741929042135,0.999466150612259,0.998755241962324,0.816901408450704,0.753246753246753,0.783783783783784,0.937414965986395,0.830120481927711,0.880511182108626,13.3829200267792
830_180,4,0.998835119483459,0.999449467818892,0.998695333821474,0.814285714285714,0.74025974025974,0.775510204081633,0.92379679144385,0.832530120481928,0.875792141951838,13.7903921604156
830_30,1,0.993781577924602,0.998565279770445,0.994131364166343,0.465648854961832,0.792207792207792,0.586538461538461,0.958164642375169,0.855421686746988,0.903882877148313,1.60536098480225
830_30,2,0.994869801787796,0.999115811951553,0.994908666925768,0.627659574468085,0.766233766233766,0.690058479532164,0.980742778541953,0.859036144578313,0.915863840719332,1.4697699546814
830_30,3,0.99498639720171,0.999332688265323,0.995336183443451,0.734177215189873,0.753246753246753,0.743589743589744,0.975871313672922,0.87710843373494,0.923857868020305,1.34630298614502
830_30,4,0.995996890788962,0.999416102232158,0.994092499028372,0.776315789473684,0.766233766233766,0.771241830065359,0.978813559322034,0.834939759036145,0.901170351105332,1.65817213058472
830_85,1,0.997842532922387,0.999265957091856,0.997436256654525,0.698795180722892,0.753246753246753,0.725,0.942544459644323,0.830120481927711,0.882767456758488,5.83088707923889
830_85,2,0.997758475763519,0.999432785025525,0.998122723451947,0.794520547945205,0.753246753246753,0.773333333333333,0.96524064171123,0.869879518072289,0.915082382762991,5.35757279396057
830_85,3,0.997674418604651,0.999332688265323,0.997940599607733,0.734177215189873,0.753246753246753,0.743589743589744,0.958389261744966,0.860240963855422,0.906666666666667,5.93540406227112
830_85,4,0.997254132810311,0.999432785025525,0.997043989913141,0.82089552238806,0.714285714285714,0.763888888888889,0.972519083969466,0.767469879518072,0.857912457912458,5.58412194252014
