experiment,train_accuracy_ave,train_accuracy_var,test_accuracy_ave,test_accuracy_var,val_accuracy_ave,val_accuracy_var,test_precision_ave,test_precision_var,test_recall_ave,test_recall_var,test_f1_ave,test_f1_var,val_precision_ave,val_precision_var,val_recall_ave,val_recall_var,val_f1_ave,val_f1_var,timeuse_ave,timeuse_var
decision trees(depth=1),0.999098718446367,5.15765217019933e-10,0.999019885889693,6.95788986303561e-11,0.999070553343943,3.45462762516039e-09,0.66484869809993,0.000374521911946123,0.480519480519481,0.000674650025299376,0.557142857142857,0.000135494527028919,0.763565323565324,0.00059362187127755,0.720383681852128,0.000759371712185496,0.740908027161237,0.000274029347002201,4.62548905611038,4.08558932831232
decision trees(depth=5),0.999501923508073,8.20191540120181e-10,0.999453638517233,5.82143451877993e-09,0.999381851669002,3.45387873252828e-09,0.853453433694775,0.00147754343562688,0.694805194805195,0.00208017091133974,0.765307166762315,0.00124495174376388,0.876781271022109,0.00105595501812616,0.775882188200149,0.00176097863370258,0.822224480578139,0.000371903956119309,12.7328853011131,0.0459868393751843
decision trees(depth=10),0.999512300212076,1.90705959213561e-09,0.999453638517233,5.82143451877993e-09,0.999395192591839,4.0082675842708e-09,0.853453433694775,0.00147754343562688,0.694805194805195,0.00208017091133974,0.765307166762315,0.00124495174376388,0.883221966112026,0.000617368243511434,0.775882188200149,0.00176097863370258,0.825303447011368,0.000467657856060735,24.1767204999924,0.0655184892363536
decision trees(depth=15),0.999512300212076,1.90705959213561e-09,0.999453638517233,5.82143451877993e-09,0.999395192591839,4.0082675842708e-09,0.853453433694775,0.00147754343562688,0.694805194805195,0.00208017091133974,0.765307166762315,0.00124495174376388,0.883221966112026,0.000617368243511434,0.775882188200149,0.00176097863370258,0.825303447011368,0.000467657856060735,30.3540532588959,2.67273010767599
decision trees(depth=20),0.999512300212076,1.90705959213561e-09,0.999453638517233,5.82143451877993e-09,0.999395192591839,4.0082675842708e-09,0.853453433694775,0.00147754343562688,0.694805194805195,0.00208017091133974,0.765307166762315,0.00124495174376388,0.883221966112026,0.000617368243511434,0.775882188200149,0.00176097863370258,0.825303447011368,0.000467657856060735,30.4331887364388,0.851521532633546
