experiment,fold,train_accuracy,test_accuracy,val_accuracy,test_precision,test_recall,test_f1,val_precision,val_recall,val_f1,timeuse
decision trees(minsplit=10),1,0.999602720475312,0.999549564579093,0.999412999395211,0.931034482758621,0.701298701298701,0.8,0.865979381443299,0.807692307692308,0.835820895522388,36.3690638542175
decision trees(minsplit=10),2,0.999579007287325,0.999416102232158,0.999359612921588,0.828125,0.688311688311688,0.75177304964539,0.869565217391304,0.769230769230769,0.816326530612245,29.4186899662018
decision trees(minsplit=10),3,0.999460420990216,0.999416102232158,0.999448545761807,0.85,0.662337662337662,0.744525547445255,0.918604651162791,0.766990291262136,0.835978835978836,34.3290030956268
decision trees(minsplit=10),4,0.999567148337672,0.999416102232158,0.999341824391632,0.862068965517241,0.649350649350649,0.740740740740741,0.885057471264368,0.740384615384615,0.806282722513089,35.9657309055328
decision trees(minsplit=15),1,0.9995612136593,0.99956624737246,0.999377423600982,0.904761904761905,0.74025974025974,0.814285714285714,0.841584158415842,0.817307692307692,0.829268292682927,44.6132171154022
decision trees(minsplit=15),2,0.999555289388019,0.999416102232158,0.999377401451544,0.828125,0.688311688311688,0.75177304964539,0.870967741935484,0.778846153846154,0.822335025380711,32.6383500099182
decision trees(minsplit=15),3,0.999460420990216,0.999416102232158,0.999448545761807,0.85,0.662337662337662,0.744525547445255,0.918604651162791,0.766990291262136,0.835978835978836,32.9551019668579
decision trees(minsplit=15),4,0.999567148337672,0.999416102232158,0.999341824391632,0.862068965517241,0.649350649350649,0.740740740740741,0.885057471264368,0.740384615384615,0.806282722513089,31.4669649600983
decision trees(minsplit=20),1,0.999567143204445,0.99956624737246,0.999430787292326,0.904761904761905,0.74025974025974,0.814285714285714,0.86734693877551,0.817307692307692,0.841584158415842,37.1416828632355
decision trees(minsplit=20),2,0.999513783064234,0.999432785025525,0.9993951899815,0.811594202898551,0.727272727272727,0.767123287671233,0.864583333333333,0.798076923076923,0.83,34.6940591335297
decision trees(minsplit=20),3,0.999460420990216,0.999416102232158,0.999448545761807,0.85,0.662337662337662,0.744525547445255,0.918604651162791,0.766990291262136,0.835978835978836,35.6311509609222
decision trees(minsplit=20),4,0.999507853589408,0.999399419438791,0.99930624733172,0.847457627118644,0.649350649350649,0.735294117647059,0.882352941176471,0.721153846153846,0.793650793650794,35.3581559658051
decision trees(minsplit=25),1,0.999513777298144,0.99956624737246,0.999377423600982,0.904761904761905,0.74025974025974,0.814285714285714,0.841584158415842,0.817307692307692,0.829268292682927,34.1796410083771
decision trees(minsplit=25),2,0.999513783064234,0.999432785025525,0.9993951899815,0.811594202898551,0.727272727272727,0.767123287671233,0.864583333333333,0.798076923076923,0.83,30.6087980270386
decision trees(minsplit=25),3,0.999454491550548,0.999382736645424,0.999448545761807,0.844827586206897,0.636363636363636,0.725925925925926,0.918604651162791,0.766990291262136,0.835978835978836,32.3538599014282
decision trees(minsplit=25),4,0.999507853589408,0.999416102232158,0.99930624733172,0.862068965517241,0.649350649350649,0.740740740740741,0.891566265060241,0.711538461538462,0.79144385026738,36.111722946167
decision trees(minsplit=30),1,0.999466340936987,0.999482833405625,0.999395211498097,0.838235294117647,0.74025974025974,0.786206896551724,0.85,0.817307692307692,0.833333333333333,36.2691280841827
decision trees(minsplit=30),2,0.999490065164928,0.999449467818892,0.999412978511456,0.814285714285714,0.74025974025974,0.775510204081633,0.851485148514851,0.826923076923077,0.839024390243902,30.4192800521851
decision trees(minsplit=30),3,0.999430773791877,0.99934937105869,0.999412968069021,0.779411764705882,0.688311688311688,0.731034482758621,0.888888888888889,0.776699029126214,0.829015544041451,37.7729098796844
decision trees(minsplit=30),4,0.999460417790796,0.999416102232158,0.999288458801765,0.862068965517241,0.649350649350649,0.740740740740741,0.890243902439024,0.701923076923077,0.78494623655914,32.8896210193634
decision trees(minsplit=35),1,0.999466340936987,0.999482833405625,0.999395211498097,0.838235294117647,0.74025974025974,0.786206896551724,0.85,0.817307692307692,0.833333333333333,37.6424760818481
decision trees(minsplit=35),2,0.999490065164928,0.999449467818892,0.999412978511456,0.814285714285714,0.74025974025974,0.775510204081633,0.851485148514851,0.826923076923077,0.839024390243902,36.4844930171967
decision trees(minsplit=35),3,0.999430773791877,0.99934937105869,0.999412968069021,0.779411764705882,0.688311688311688,0.731034482758621,0.888888888888889,0.776699029126214,0.829015544041451,38.9537348747253
decision trees(minsplit=35),4,0.999460417790796,0.999416102232158,0.999288458801765,0.862068965517241,0.649350649350649,0.740740740740741,0.890243902439024,0.701923076923077,0.78494623655914,34.9028129577637
